headline,body,time_published,Text,category
Higher but still slim odds of asteroid Bennu slamming Earth,The good news is that scientists have a better handle on asteroid Bennu’s whereabouts for the next 200 years. The bad news is that the space rock has a slightly greater chance of clobbering Earth than previously thought.,122021.0,higher still slim odds asteroid bennu slamming earth good news scientist better handle asteroid bennu whereabouts next years. bad news space rock slightly greater chance clobbering earth previously thought.,Science and Tech
"Facebook bans firm behind Pfizer, AstraZeneca smear campaign",Facebook said Tuesday that it has removed hundreds of accounts linked to a mysterious advertising agency operating out of Russia that sought to pay social media influencers to smear COVID-19 vaccines made by Pfizer and AstraZeneca.,112021.0,facebook ban firm behind pfizer astrazeneca smear campaign facebook said tuesday removed hundred account linked mysterious advertising agency operating russia sought pay social medium influencers smear covid vaccine made pfizer astrazeneca.,Science and Tech
Space station supplies launched with a pizza delivery for 7,Northrop Grumman's latest space station delivery includes pizza for seven.,112021.0,space station supply launched pizza delivery northrop grumman latest space station delivery includes pizza seven.,Science and Tech
Hot dates: 2 spacecraft to make Venus flyby,"Two spacecraft are set to swoop past Venus within hours of each other this week, using the maneuver to do a little bit of bonus science on the way to their main missions at the center of our solar system.",92021.0,hot date spacecraft make venus flyby two spacecraft set swoop past venus within hour week using maneuver little bit bonus science way main mission center solar system.,Science and Tech
Want to pretend to live on Mars? For a whole year? Apply now,Want to find your inner Matt Damon and spend a year pretending you are isolated on Mars? NASA has a job for you.,72021.0,want pretend live mar whole year apply want find inner matt damon spend year pretending isolated mar nasa job you.,Science and Tech
Nepal Telecommunication Authority approves trial for 5G service,Nepal Telecommunications Authority (NTA) has endorsed working procedure to use new technology including the trial of 5G -- the fifth-generation mobile network.,282021.0,nepal telecommunication authority approves trial g service nepal telecommunication authority nta endorsed working procedure use new technology including trial g fifth generation mobile network.,Science and Tech
Jeff Bezos blasts into space on own rocket: 'Best day ever!',"Jeff Bezos blasted into space Tuesday on his rocket company’s first flight with people on board, becoming the second billionaire in just over a week to ride his own spacecraft.",212021.0,jeff bezos blast space rocket best day ever jeff bezos blasted space tuesday rocket company first flight people board becoming second billionaire week ride spacecraft.,Science and Tech
"Just 7% of our DNA is unique to modern humans, study shows",What makes humans unique? Scientists have taken another step toward solving an enduring mystery with a new tool that may allow for more precise comparisons between the DNA of modern humans and that of our extinct ancestors.,172021.0,dna unique modern human study show make human unique scientist taken another step toward solving enduring mystery new tool may allow precise comparison dna modern human extinct ancestors.,Science and Tech
Chinese researchers propose deflecting 'Armageddon' asteroids with rockets,Chinese researchers want to send more than 20 of China's largest rockets to practice turning away a sizable asteroid - a technique that may eventually be crucial if a killer rock is on a collision course with Earth.,72021.0,chinese researcher propose deflecting armageddon asteroid rocket chinese researcher want send china largest rocket practice turning away sizable asteroid technique may eventually crucial killer rock collision course earth.,Science and Tech
Can ET see us? Study finds many stars with prime Earth view,"Astronomers took a technique used to look for life on other planets and flipped it around — so instead of looking to see what's out there, they tried to see what places could see us.",242021.0,et see u study find many star prime earth view astronomer took technique used look life planet flipped around instead looking see tried see place could see us.,Science and Tech
China plans its first crewed mission to Mars in 2033,"China aims to send its first crewed mission to Mars in 2033, with regular follow-up flights to follow, under a long-term plan to build a permanently inhabited base on the Red Planet and extract its resources.",242021.0,china plan first crewed mission mar china aim send first crewed mission mar regular follow flight follow long term plan build permanently inhabited base red planet extract resources.,Science and Tech
YouTube wins user copyright fight in top EU court ruling,Google's YouTube has scored a win in its latest copyright-infringement challenge after Europe's top court said online platforms are not liable for users uploading unauthorised works unless the platforms failed to take quick action to remove or block access to the content.,222021.0,youtube win user copyright fight top eu court ruling google youtube scored win latest copyright infringement challenge europe top court said online platform liable user uploading unauthorised work unless platform failed take quick action remove block access content.,Science and Tech
NASA sends squid from Hawaii into space for research,Dozens of baby squid from Hawaii are in space for study.,222021.0,nasa sends squid hawaii space research dozen baby squid hawaii space study.,Science and Tech
China launches first crew to live on new space station,"Under bright-blue morning skies, China launched its first crewed space mission in five years Thursday, sending three science-minded military pilots rocketing to a new orbiting station they're expected to reach around midafternoon.",172021.0,china launch first crew live new space station bright blue morning sky china launched first crewed space mission five year thursday sending three science minded military pilot rocketing new orbiting station expected reach around midafternoon.,Science and Tech
China set to send first crew to new space station Thursday,"The three members of the first crew to be sent to China's space station say they're eager to get to work making their home for the next three months habitable, setting up testing and experiments and preparing for a series of spacewalks.",162021.0,china set send first crew new space station thursday three member first crew sent china space station say eager get work making home next three month habitable setting testing experiment preparing series spacewalks.,Science and Tech
"Photos show Chinese rover on dusty, rocky Martian surface","The dusty, rocky Martian surface and a Chinese rover and lander bearing small national flags were seen in photos released Friday that the rover took on the red planet.",112021.0,photo show chinese rover dusty rocky martian surface dusty rocky martian surface chinese rover lander bearing small national flag seen photo released friday rover took red planet.,Science and Tech
"Tiny worm comes back to life after 24,000 years in Siberian deep freeze","A microscopic organism has wriggled back to life and reproduced asexually after lying frozen in the vast permafrost lands of northeastern Siberia for 24,000 years.",92021.0,tiny worm come back life year siberian deep freeze microscopic organism wriggled back life reproduced asexually lying frozen vast permafrost land northeastern siberia years.,Science and Tech
"Spacecraft buzzes Jupiter's mega moon, 1st close-up in years",NASA’s Juno spacecraft has provided the first close-ups of Jupiter’s largest moon in two decades.,92021.0,spacecraft buzz jupiter mega moon st close year nasa juno spacecraft provided first close ups jupiter largest moon two decades.,Science and Tech
Way to Digital Nepal needs sufficient budget,Experts complain that the government has not allocated sufficient budget to implement the activities of Digital Nepal.,72021.0,way digital nepal need sufficient budget expert complain government allocated sufficient budget implement activity digital nepal.,Science and Tech
'There is stuff': Enduring mysteries trail US report on UFOs,"The blob, captured on distant, fuzzy video by Navy pilots, seems to skitter just above the ocean waves at improbable speed, with no discernible means of propulsion or lift. “Oh my gosh, man,” one aviator says to another as they laugh at the oddity. “What ... is it?”",52021.0,stuff enduring mystery trail u report ufo blob captured distant fuzzy video navy pilot seems skitter ocean wave improbable speed discernible mean propulsion lift. oh gosh man one aviator say another laugh oddity. ...,Science and Tech
"Facebook suspends Trump until 2023, shifts rules for world leaders",Facebook Inc (FB.O) on Friday suspended former U.S. President Donald Trump until at least January 2023 and announced changes to how it will treat world leaders who break the rules on its site.,52021.0,facebook suspends trump shift rule world leader facebook inc fb.o friday suspended former u.s. president donald trump least january announced change treat world leader break rule site.,Science and Tech
NASA picks Venus as hot spot for two new robotic missions,"NASA is returning to sizzling Venus, our closest yet perhaps most overlooked neighbor, after decades of exploring other worlds.",32021.0,nasa pick venus hot spot two new robotic mission nasa returning sizzling venus closest yet perhaps overlooked neighbor decade exploring worlds.,Science and Tech
China to send 3 male astronauts to its space station in June,"A three-man crew of astronauts will blast off in June for a three-month mission on China's new space station, according to a space official who was the country's first astronaut in orbit.",312021.0,china send male astronaut space station june three man crew astronaut blast june three month mission china new space station according space official country first astronaut orbit.,Science and Tech
Chinese cargo spacecraft docks with orbital station,"​​​​​​​An automated spacecraft docked with China's new space station Sunday carrying fuel and supplies for its future crew, the Chinese space agency announced.",302021.0,chinese cargo spacecraft dock orbital station automated spacecraft docked china new space station sunday carrying fuel supply future crew chinese space agency announced.,Science and Tech
NASA releases stunning new pic of Milky Way's 'downtown',"NASA has released a stunning new picture of our galaxy’s violent, super-energized “downtown.”",292021.0,nasa release stunning new pic milky way downtown nasa released stunning new picture galaxy violent super energized downtown.,Science and Tech
Navigation error sends NASA's Mars helicopter on wild ride,"A navigation timing error sent NASA's little Mars helicopter on a wild, lurching ride, its first major problem since it took to the Martian skies last month.",282021.0,navigation error sends nasa mar helicopter wild ride navigation timing error sent nasa little mar helicopter wild lurching ride first major problem since took martian sky last month.,Science and Tech
"WhatsApp sues Indian government, says not ready to comply with new privacy policy",Facebook-owned messenger WhatsApp has filed a complaint at the Delhi High Court stating that the new rules is a violation of privacy rights.,262021.0,whatsapp sue indian government say ready comply new privacy policy facebook owned messenger whatsapp filed complaint delhi high court stating new rule violation privacy rights.,Science and Tech
Lunar Eclipse 2021: The Super Flower  Blood Moon eclipse is coming!,"Of the first of four eclipses of the year 2021, a Total Lunar Eclipse is happening today, which, in our region will only be visible as a Penumbral Lunar Eclipse.",262021.0,lunar eclipse super flower blood moon eclipse coming first four eclipse year total lunar eclipse happening today region visible penumbral lunar eclipse.,Science and Tech
China says Martian rover takes first drive on surface of Red Planet,"A remote-controlled Chinese motorised rover drove down the ramp of a landing capsule on Saturday and onto the surface of the Red Planet, making China the first nation to orbit, land and deploy a land vehicle on its inaugural mission to Mars.",222021.0,china say martian rover take first drive surface red planet remote controlled chinese motorised rover drove ramp landing capsule saturday onto surface red planet making china first nation orbit land deploy land vehicle inaugural mission mars.,Science and Tech
China completes historic Mars spacecraft landing,"An uncrewed Chinese spacecraft successfully landed on the surface of Mars on Saturday, state news agency Xinhua reported, making China the second space-faring nation after the United States to land on the Red Planet.",152021.0,china completes historic mar spacecraft landing uncrewed chinese spacecraft successfully landed surface mar saturday state news agency xinhua reported making china second space faring nation united state land red planet.,Science and Tech
NASA spacecraft begins 2-year trip home with asteroid rubble,"With rubble from an asteroid tucked inside, a NASA spacecraft fired its engines and began the long journey back to Earth on Monday, leaving the ancient space rock in its rearview mirror.",112021.0,nasa spacecraft begin year trip home asteroid rubble rubble asteroid tucked inside nasa spacecraft fired engine began long journey back earth monday leaving ancient space rock rearview mirror.,Science and Tech
"Chinese rocket debris lands in Indian Ocean, draws criticism from NASA","Remnants of China's biggest rocket landed in the Indian Ocean on Sunday, with most of its components destroyed upon re-entry into the atmosphere, ending days of speculation over where the debris would hit but drawing US criticism over lack of transparency.",92021.0,chinese rocket debris land indian ocean draw criticism nasa remnant china biggest rocket landed indian ocean sunday component destroyed upon entry atmosphere ending day speculation debris would hit drawing u criticism lack transparency.,Science and Tech
China says its rocket debris unlikely to cause any harm,"​​​​​​​Most debris from a large Chinese rocket expected to plunge back through the atmosphere this weekend will be burned up on reentry and is highly unlikely to cause any harm, Chinese foreign ministry spokesman Wang Wenbin said on Friday.",72021.0,china say rocket debris unlikely cause harm debris large chinese rocket expected plunge back atmosphere weekend burned reentry highly unlikely cause harm chinese foreign ministry spokesman wang wenbin said friday.,Science and Tech
Main stage of Chinese rocket likely to plunge to Earth soon,The largest section of the rocket that launched the main module of China's first permanent space station into orbit is expected to plunge back to Earth as early as Saturday at an unknown location.,62021.0,main stage chinese rocket likely plunge earth soon largest section rocket launched main module china first permanent space station orbit expected plunge back earth early saturday unknown location.,Science and Tech
"SpaceX capsule departs station with 4 astronauts, heads home","A SpaceX capsule carrying four astronauts departed the International Space Station late Saturday, aiming for a rare nighttime splashdown to end the company’s second crew flight.",22021.0,spacex capsule departs station astronaut head home spacex capsule carrying four astronaut departed international space station late saturday aiming rare nighttime splashdown end company second crew flight.,Science and Tech
NASA's Mars helicopter Ingenuity shifts into new operational test phase,"After exceeding all expectations with its initial four test flights, the first ever by an aircraft over the surface of another planet, NASA's tiny Mars robot helicopter Ingenuity is ready for graduation.",12021.0,nasa mar helicopter ingenuity shift new operational test phase exceeding expectation initial four test flight first ever aircraft surface another planet nasa tiny mar robot helicopter ingenuity ready graduation.,Science and Tech
China launches main part of its 1st permanent space station,"China on Thursday launched the main module of its first permanent space station that will host astronauts long term, the latest success for a program that has realized a number of its growing ambitions in recent years.",292021.0,china launch main part st permanent space station china thursday launched main module first permanent space station host astronaut long term latest success program realized number growing ambition recent years.,Science and Tech
Astronauts arrive at space station aboard SpaceX Endeavour,"A four-astronaut team arrived at the International Space Station on Saturday aboard the SpaceX Crew Dragon capsule Endeavour, NASA said.",242021.0,astronaut arrive space station aboard spacex endeavour four astronaut team arrived international space station saturday aboard spacex crew dragon capsule endeavour nasa said.,Science and Tech
China names Mars rover for traditional fire god,"China's first Mars rover will be named Zhurong after a traditional fire god, the government announced Saturday.",242021.0,china name mar rover traditional fire god china first mar rover named zhurong traditional fire god government announced saturday.,Science and Tech
SpaceX rocketship launches 4 astronauts on NASA mission to space station,"NASA and Elon Musk's commercial rocket company SpaceX launched a new four-astronaut team on a flight to the International Space Station on Friday, the first crew ever propelled into orbit by a rocket booster recycled from a previous spaceflight.",232021.0,spacex rocketship launch astronaut nasa mission space station nasa elon musk commercial rocket company spacex launched new four astronaut team flight international space station friday first crew ever propelled orbit rocket booster recycled previous spaceflight.,Science and Tech
A black hole dubbed 'the Unicorn' may be galaxy's smallest one,Scientists have discovered what may be the smallest-known black hole in the Milky Way galaxy and the closest to our solar system - an object so curious that they nicknamed it 'the Unicorn.',232021.0,black hole dubbed unicorn may galaxy smallest one scientist discovered may smallest known black hole milky way galaxy closest solar system object curious nicknamed unicorn.,Science and Tech
"NASA's Mars helicopter soars higher, longer on 2nd flight","NASA's little Mars helicopter aced its second test flight Thursday, soaring even higher and longer than before.",232021.0,nasa mar helicopter soar higher longer nd flight nasa little mar helicopter aced second test flight thursday soaring even higher longer before.,Science and Tech
NASA extracts breathable oxygen from thin Martian air,"NASA has logged another extraterrestrial first on its latest mission to Mars: converting carbon dioxide from the Martian atmosphere into pure, breathable oxygen, the US space agency said on Wednesday.",222021.0,nasa extract breathable oxygen thin martian air nasa logged another extraterrestrial first latest mission mar converting carbon dioxide martian atmosphere pure breathable oxygen u space agency said wednesday.,Science and Tech
NASA's Ingenuity makes history on Monday with successful first flight on another planet,"NASA has received the realtime data from Mars confirming that the helicopter 'Ingenuity' has successfully taken the first ever powered, controlled flight in another planet -",192021.0,nasa ingenuity make history monday successful first flight another planet nasa received realtime data mar confirming helicopter ingenuity successfully taken first ever powered controlled flight another planet,Science and Tech
NASA reschedules controlled flight of Ingenuity on Mars; attempt no sooner than Monday,"Ingenuity, NASA's tiny Mars helicopter will be taking its first flight on Monday, April 19 at approximately 3:30 am EDT (1:15 pm in Kathmandu).",182021.0,nasa reschedules controlled flight ingenuity mar attempt sooner monday ingenuity nasa tiny mar helicopter taking first flight monday april approximately edt pm kathmandu .,Science and Tech
"SpaceX picked for moonwalkers, on verge of 3rd crew launch",NASA chose SpaceX on Friday to build the lunar lander that will eventually put the first woman and person of color on the moon.,172021.0,spacex picked moonwalkers verge rd crew launch nasa chose spacex friday build lunar lander eventually put first woman person color moon.,Science and Tech
Coinbase is here: A digital currency exchange goes public,Wall Street will be focused on Coinbase Wednesday with the digital currency exchange becoming a publicly traded company.,142021.0,coinbase digital currency exchange go public wall street focused coinbase wednesday digital currency exchange becoming publicly traded company.,Science and Tech
Mars helicopter Touchdown confirmed: Ingenuity is now on its own,NASA Jet Propulsion Laboratory confirmed that Mars Helicopter Ingenuity has successfully set its foot on the red planet -,42021.0,mar helicopter touchdown confirmed ingenuity nasa jet propulsion laboratory confirmed mar helicopter ingenuity successfully set foot red planet,Science and Tech
Facebook data on more than 500M accounts found online,Details from more than 500 million Facebook users have been found available on a website for hackers.,42021.0,facebook data account found online detail million facebook user found available website hackers.,Science and Tech
"SpaceX launches test rocket, breaks apart before landing","SpaceX chalked up another failed landing Tuesday for its futuristic, bullet-shaped Starship, as the prototype Mars rocket broke apart right before touchdown.",312021.0,spacex launch test rocket break apart landing spacex chalked another failed landing tuesday futuristic bullet shaped starship prototype mar rocket broke apart right touchdown.,Science and Tech
