headline,body,time_published,Text,category
"Drummer Charlie Watts, Rolling Stones backbone, dies at 80","Charlie Watts, the self-effacing and unshakeable Rolling Stones drummer who helped anchor one of rock's greatest rhythm sections and used his ""day job"" to support his enduring love of jazz, has died, according to his publicist. He was 80.",252021.0,drummer charlie watt rolling stone backbone dy charlie watt self effacing unshakeable rolling stone drummer helped anchor one rock greatest rhythm section used day job support enduring love jazz died according publicist. .,Entertainment
Akshay Kumar starrer 'Bell Bottom' to hit theatres across India on August 19,Akshay Kumar starrer 'Bell Bottom' to hit theatres across India on August 19,12021.0,akshay kumar starrer bell bottom hit theatre across india august akshay kumar starrer bell bottom hit theatre across india august,Entertainment
Slipknot founding drummer Joey Jordison dies at 46,"Joey Jordison, a founding member of Slipknot, who drummed for the influential metal band in its most popular period and helped write many of its best-known songs, has died Monday at age 46, his family said.",282021.0,slipknot founding drummer joey jordison dy joey jordison founding member slipknot drummed influential metal band popular period helped write many best known song died monday age family said.,Entertainment
6 Nepali teams selected for virtual K-Pop World Festival,Six Nepali K-pop dance cover teams have been selected to take part in the K-Pop World Festival scheduled to be held in South Korea.,272021.0,nepali team selected virtual k pop world festival six nepali k pop dance cover team selected take part k pop world festival scheduled held south korea.,Entertainment
Actor Will Smith pays for July 4 fireworks in New Orleans,Fireworks are returning to New Orleans on Independence Day thanks to actor Will Smith.,52021.0,actor smith pay july firework new orleans firework returning new orleans independence day thanks actor smith.,Entertainment
"Cardi B, Queen Latifah, Lil Nas X shine at BET Awards",Cardi B's “WAP” had new meaning at the BET Awards: winning and pregnant.,282021.0,cardi b queen latifah lil na x shine bet award cardi b wap new meaning bet award winning pregnant.,Entertainment
"Elton John adds dates to final tour, including stadium shows","Elton John adds dates to final tour, including stadium shows",232021.0,elton john add date final tour including stadium show elton john add date final tour including stadium show,Entertainment
Angelina Jolie visits Burkina Faso as UN Special Envoy,"Hollywood actress Angelina Jolie has visited war-weakened Burkina Faso to show solidarity with people who continue to welcome the displaced, despite grappling with their own insecurity, and said the world isn’t doing enough to help.",222021.0,angelina jolie visit burkina faso un special envoy hollywood actress angelina jolie visited war weakened burkina faso show solidarity people continue welcome displaced despite grappling insecurity said world enough help.,Entertainment
Jane Austen family link to abolition movement comes to light,"While Jane Austen admirers savor the wit and romance of “Pride and Prejudice” and her other enduring novels, scholars ferret out details of Austen’s life and times, including a family link to slavery that surfaced 50 years ago.",152021.0,jane austen family link abolition movement come light jane austen admirer savor wit romance pride prejudice enduring novel scholar ferret detail austen life time including family link slavery surfaced year ago.,Entertainment
Meghan and Harry name baby daughter after Queen Elizabeth and Diana,"Meghan, Britain’s Duchess of Sussex, has given birth to her second child, a girl, whom she and husband Prince Harry have named after Queen Elizabeth and his late mother Princess Diana.",72021.0,meghan harry name baby daughter queen elizabeth diana meghan britain duchess sussex given birth second child girl husband prince harry named queen elizabeth late mother princess diana.,Entertainment
Ex-'Tarzan' actor among 7 plane crash victims in Tennessee,"Investigators on Sunday continued searching for the bodies of seven people believed killed in the crash a day earlier of a small jet into a Tennessee lake, including an actor who portrayed Tarzan in a 1990s television series.",312021.0,ex tarzan actor among plane crash victim tennessee investigator sunday continued searching body seven people believed killed crash day earlier small jet tennessee lake including actor portrayed tarzan television series.,Entertainment
"Boris Johnson, fiancée Carrie Symonds wed in London","British Prime Minister Boris Johnson and his fiancée Carrie Symonds married Saturday in a small private ceremony in London, UK newspapers reported.",302021.0,boris johnson fianc e carrie symonds wed london british prime minister boris johnson fianc e carrie symonds married saturday small private ceremony london uk newspaper reported.,Entertainment
Oprah and CNN: AT&T is merging media business with Discovery,"The merger of Discovery and AT&T's WarnerMedia operations, marrying the likes of HBO and CNN with HGTV and Oprah Winfrey, is another illustration of the head-spinning speed in which streaming has transformed the media world.",182021.0,oprah cnn merging medium business discovery merger discovery warnermedia operation marrying like hbo cnn hgtv oprah winfrey another illustration head spinning speed streaming transformed medium world.,Entertainment
Andrea Meza of Mexico crowned 69th Miss Universe,"Meza, who has a software engineering degree, beat out out Miss Brazil at the end of the night, screaming Sunday when the announcer shouted “Viva Mexico!”",172021.0,andrea meza mexico crowned th miss universe meza software engineering degree beat miss brazil end night screaming sunday announcer shouted viva mexico,Entertainment
Dibesh Pokharel's new track 'Save Me Now' soars to top 5 on iTunes rock chart,"Dibesh Pokharel, 23, popularly known as Arthur Gunn to the world, dropped his new song ' Save Me Now' on May 14 -",152021.0,dibesh pokharel new track save soar top itunes rock chart dibesh pokharel popularly known arthur gunn world dropped new song save may,Entertainment
"'Friends' reunion to air May 27, with slew of celebrity guests","The long-awaited ""Friends"" cast reunion will be broadcast on May 27 and will feature a slew of celebrity guests including Justin Bieber, Lady Gaga, and K-Pop band BTS, streaming service HB0 Max said on Thursday.",142021.0,friend reunion air may slew celebrity guest long awaited friend cast reunion broadcast may feature slew celebrity guest including justin bieber lady gaga k pop band bts streaming service hb max said thursday.,Entertainment
"Amid outcry, NBC says it will not air Golden Globes in 2022","​​​​​​​Amid growing pressure on the Hollywood Foreign Press Association from studios, stars and large swaths of the film industry, NBC said Monday that will not air the Golden Globes in 2022, putting in doubt the viability of one of Hollywood's oldest and most-watched award shows.",112021.0,amid outcry nbc say air golden globe amid growing pressure hollywood foreign press association studio star large swath film industry nbc said monday air golden globe putting doubt viability one hollywood oldest watched award shows.,Entertainment
"Lloyd Price, singer and early rock influence, dies at 88","Singer-songwriter Lloyd Price, an early rock ’n roll star and enduring maverick whose hits included such up-tempo favorites as “Lawdy Miss Clawdy,” “Personality” and the semi-forbidden “Stagger Lee,” has died. He was 88.",92021.0,lloyd price singer early rock influence dy singer songwriter lloyd price early rock n roll star enduring maverick whose hit included tempo favorite lawdy miss clawdy personality semi forbidden stagger lee died. .,Entertainment
Bill and Melinda Gates announce they are getting divorced,"Bill and Melinda Gates said Monday that they are divorcing but would keep working together at the Bill and Melinda Gates Foundation, one of the largest charitable foundations in the world.",42021.0,bill melinda gate announce getting divorced bill melinda gate said monday divorcing would keep working together bill melinda gate foundation one largest charitable foundation world.,Entertainment
A complete list of all the winners at the 2021 Oscars,A complete list of all the winners at the 2021 Oscars -,262021.0,complete list winner oscar complete list winner oscar,Entertainment
"Chloé Zhao makes Oscar history, winning best director","At a socially distanced Oscar ceremony retooled for the pandemic, Chloé Zhao made history. The “Nomadland” filmmaker won best directo r on Sunday, becoming just the second woman in the 93 year of the Academy Awards to win the award and the first woman of color.",262021.0,chlo zhao make oscar history winning best director socially distanced oscar ceremony retooled pandemic chlo zhao made history. nomadland filmmaker best directo r sunday becoming second woman year academy award win award first woman color.,Entertainment
